10;4;0;1;0.0
4;1.6;0;1;0.0
2;0.8;0;1;0.0
10;4;0;1;10.
4;1.6;0;1;10.
2;0.8;0;1;10.
10;4;0;1;50.
4;1.6;0;1;50;
2;0.8;0;1;50.
10;4;0;1;100
4;1.6;0;1;100
2;0.8;0;1;100
